Area (sq. ft.),Labor Cost (₹),Material Type,Pipes (₹),Lights (₹),Fans (₹),Steel (₹),Bricks (₹),Total Cost (₹)
3704,106498,0,17992,4033,3686,92595,58798,5310728
893,42131,1,13220,5194,4991,138324,71785,1794431
4142,88322,1,7944,8680,9364,122731,95238,5327705
2540,65861,0,17155,10741,5927,197058,95396,4033227
2578,102489,0,12680,3218,4444,100611,40970,3016840
3364,123036,1,11216,12509,7132,67830,53908,4945004
3961,109392,1,13980,11705,4964,169312,61808,7073090
4756,112540,1,7253,6294,6741,121365,67400,7981109
1829,82617,1,8739,4189,8863,50536,41469,2704356
2146,68958,0,19330,11456,6019,150425,49571,3003718
3155,105359,1,11195,7328,6964,141597,59854,4619286
2885,149932,1,14194,13389,4512,193219,26293,3587183
3337,139902,1,19657,11481,4023,155503,29372,4656474
4932,84566,1,15866,2354,4950,111705,33236,8776784
3805,127145,0,14441,4864,9348,111153,97327,4849416
3820,72797,0,14815,10154,5318,93634,70193,4614951
4376,100471,1,11162,14221,9325,154540,40027,8508092
4026,126050,1,19081,4223,4732,66988,43272,5342706
4658,105288,1,12877,14674,8929,85029,97014,6251454
2804,111806,0,17598,5118,3630,160925,88201,4489638
1771,69481,1,15830,4840,5621,105226,76570,2984324
1787,52458,0,16704,5718,5328,103505,52374,2355830
860,53065,0,11666,12060,6083,167003,28757,1616914
2474,136539,1,13185,14920,9128,86416,94064,4649515
3427,141188,0,7703,10358,6336,127553,21971,5402465
3964,124229,0,12923,5626,9780,136603,62875,7865539
2726,111773,1,5084,8701,9436,129870,66521,5860465
2350,58897,1,10658,7418,9280,138643,35490,3952620
3046,91988,0,12957,3126,7292,129028,21152,6274373
3224,50853,0,19338,2085,4718,130111,65238,5580622
4174,63795,0,9866,5777,8933,56546,77577,6603729
4405,89070,1,18554,13989,3454,60873,90956,8614353
4275,104560,0,17692,5572,8214,174288,30769,8747861
4887,107121,1,8114,4714,6307,165251,31497,10192163
1317,109628,0,12877,7969,9756,198449,70803,2726317
2646,89930,1,8672,4050,7102,68666,62376,4270900
680,75427,0,17520,4871,9532,50953,55417,1095024
4969,37800,0,17795,4926,4971,188047,52343,8047488
941,47772,1,10924,3047,7772,77754,91776,2011700
2792,80064,1,6373,7593,8947,90413,74347,3234631
2162,86791,0,14655,9827,8411,95077,37038,2992459
1370,103208,0,14766,12035,3986,71377,66451,2127629
3374,68200,0,10011,13205,3512,106365,38893,6245729
2999,149879,0,10952,11433,4529,155939,97832,5269606
3712,72229,1,12330,14783,3717,95046,37566,5627893
2156,79909,0,18610,4730,9644,160525,29825,4441182
2396,121900,1,16225,13101,9587,194435,70561,4211207
1589,103579,1,17308,10781,7571,104956,35285,3118776
982,100728,1,18321,7876,5856,64434,52303,1975191
808,114753,1,15284,14196,6520,97284,32396,1882107
1092,135999,1,7652,5173,3903,177499,45216,2454559
4343,131365,1,7090,2029,4004,184456,51352,9118659
1518,81239,0,16443,5854,3040,140541,53772,2394501
4993,147798,0,5296,8610,9522,104249,48630,6140311
4692,94567,1,19712,8346,8994,147320,30944,8666947
3761,135332,0,6130,2723,6929,53960,99584,7355457
4790,122904,1,7984,14440,9051,145993,36138,5486951
1857,75621,1,13908,14965,9236,73156,74792,2836829
582,115163,1,12597,4090,6175,86342,54349,1430502
750,75357,0,8983,3575,9508,181786,55748,1597534
1593,79055,0,17923,4490,8360,171977,97170,3175170
2887,103193,0,16376,4198,6331,136163,83831,4805309
1908,64492,1,11520,9211,7353,83376,24784,2937285
1981,94449,0,17334,7712,3989,129497,62881,3904227
3711,39125,1,14499,7376,8934,112527,20374,6071733
1598,63322,1,9426,5561,8011,115466,71244,2794025
4695,54579,0,9331,6045,7125,125470,82067,8429710
4228,64052,1,14053,3126,4105,123703,31653,5375678
4392,42260,1,12818,5964,9429,69287,31192,7236680
1232,116896,1,19620,14113,8997,139840,47083,2053588
822,111465,1,9811,11768,3354,172505,26942,1275476
2557,140116,1,10176,13471,4337,114469,68380,4922804
3560,59081,0,7484,11609,4858,118894,31156,5482962
4200,142362,1,14289,6203,3534,99814,67586,8427427
3884,126520,1,11139,8472,6066,199246,97728,6375816
1761,36158,0,11262,5405,8036,111962,81716,2033482
1305,54663,0,5570,11723,8525,60101,43864,2022861
2033,85255,1,6314,9736,9448,165682,45739,2802966
2541,42386,0,14139,6728,9518,98789,41114,5094135
4725,51487,1,12971,3833,3252,106552,76457,7185952
4324,121752,0,10452,6692,4967,189221,20578,6885902
3956,30216,0,17345,6521,8694,58730,56999,5580409
4164,134857,0,9595,13841,7911,141136,42852,6688733
3596,71150,1,13922,13845,6634,140558,54403,4294232
1853,59910,0,18569,2754,5799,152735,66319,3009118
648,146421,0,16035,8659,7988,56567,97858,1411439
2283,133016,0,9577,5801,9696,151853,95734,3538533
2775,102730,1,10588,13642,7762,162783,58531,4320688
1114,63973,0,5325,4531,7575,101072,57775,2287136
2324,65410,0,12230,14366,5657,67726,69725,3806233
739,139726,0,12347,3265,9200,180503,38555,1556868
1412,52757,0,10947,9844,6241,167763,64539,2143196
3513,90650,0,17518,10467,7875,132482,27706,5496406
4253,57423,0,17121,10031,4489,110515,90323,4772396
658,108353,0,8235,4041,7945,61645,63047,1194401
1047,131659,1,14575,14104,7667,140193,21249,2316869
3400,58742,1,16473,10369,9719,99507,39997,4283762
2765,144167,0,9073,10862,3771,166552,78584,5291789
1254,141830,1,13746,2811,8601,77265,91973,2159492
1234,130468,0,15662,13239,6494,129298,23598,1586153
4291,62867,0,16396,11758,4898,160636,60859,8698628
3328,46983,0,13394,13227,8180,121186,51546,4186074
4817,55435,1,9785,10522,7339,54200,28264,6695124
2835,52168,1,9879,5555,5462,131550,91812,4594289
2424,101974,1,6587,8696,5718,106442,63221,5118088
1023,143840,0,5452,13779,5601,85304,77766,1949276
2010,143795,1,18894,12097,6091,132793,87943,4331348
3246,125212,1,8074,9437,4135,58439,42839,5426390
1117,74851,0,6112,2173,3723,69724,51778,1554788
1360,57257,0,6074,12037,5655,178880,82964,2470412
4988,134146,0,8524,8620,6603,64445,82426,5793780
1807,111475,0,9767,10283,4039,177160,76336,2407585
3400,53564,0,13671,4557,5554,145234,40626,4056467
3321,73200,0,16396,9039,6128,107080,34000,3607534
4365,70510,0,8318,4648,6346,182423,22127,5319738
3814,66678,0,7933,2598,9878,158187,87871,5493406
534,41773,1,12850,7664,6084,73840,81721,896442
2600,137672,1,8794,14701,6603,179398,96895,3160086
1879,43334,0,7443,4184,5410,119473,25985,2295787
4745,58701,1,9254,4725,6403,193457,84564,9643699
936,107168,0,7512,6184,6504,141416,64465,1761245
3072,117740,1,14365,7713,4262,74424,26627,4753523
4862,142949,1,11714,11258,8529,185914,72094,7763016
4479,109468,1,16253,7766,5594,171414,60004,7434486
808,78528,0,9654,10535,8288,155588,61031,1218751
4860,31376,0,18809,12535,7427,193515,24757,7990335
991,120683,0,6896,14628,8109,72885,60816,2101732
1021,107889,0,12125,4678,8399,56010,67973,1850492
2414,89557,0,18623,3341,4015,84927,84046,4830186
3425,41916,0,19297,10226,7932,111056,61216,4150081
1868,116579,1,11686,14458,4461,70443,87146,3815528
3790,136675,1,7294,13786,6385,109793,54486,6729727
2641,126799,0,15938,14673,5145,72639,96421,4566912
3729,96261,0,12402,6430,8947,191036,37663,6277274
4629,92216,1,19149,6174,8996,128822,69043,5604001
3348,80192,1,6355,9300,9154,132193,61809,5896226
4077,101805,1,6194,8515,8704,59478,32191,6019713
3071,79233,0,6498,7287,9357,152781,27385,3547802
732,90455,0,19928,7933,9183,133651,97847,1241244
2122,84887,1,7889,7652,7534,179656,53653,3502421
3152,127498,1,18676,6588,5478,184800,27861,6752767
1716,73978,1,14220,8792,6035,144916,99094,2902057
4039,113125,1,5515,7446,3444,102582,20946,4997012
1021,124079,1,9582,6250,4743,147252,28587,2362138
3334,77541,1,11798,14048,8705,157620,82297,3903491
3566,62411,1,14089,4113,3033,194088,32099,4427740
3699,141559,0,10552,3767,3061,193838,58433,5862518
840,125921,0,17599,11580,4102,136158,61174,1274468
3244,36673,1,6671,2199,6025,147471,81148,5478410
4446,52156,1,19271,10703,8292,74698,98654,5511206
4438,59856,1,7771,8641,9750,55252,75112,7642887
558,109758,1,10399,4732,6588,178833,59718,1093684
3753,68910,1,9858,12934,9450,159587,39403,7193463
742,65749,0,8042,3063,3352,72101,61355,1500163
727,90125,1,5693,8415,4081,117495,34226,1759803
3102,58421,1,11352,12963,5170,145130,70816,3718084
626,75612,1,18636,8303,4628,194276,42323,1417393
4930,117226,1,19285,8178,7098,56776,58525,8791736
1931,127633,0,11861,13071,8385,59491,64971,3959457
2668,131750,0,18037,8079,3814,182895,62212,4360906
4459,121602,0,12658,13662,6871,109061,90780,9055550
3248,130592,0,12995,12665,6960,130931,58785,3998740
1808,52240,0,13350,12360,6119,72517,44780,2792644
2625,81533,0,16795,12655,4946,54973,93987,3554465
2093,103775,0,19796,6381,3252,80274,27570,2659275
4579,143774,1,12167,9575,6619,169802,30727,6364839
1993,34008,0,11197,5009,8207,137239,90828,3604271
2530,111490,0,9488,10596,7405,115053,25280,4031814
3752,135575,0,13435,6583,3531,126934,86832,4806061
4860,55038,0,8745,11315,4666,145895,50979,5290795
746,35193,0,10835,4792,3196,115506,74023,1678475
1582,103270,0,9839,11217,8506,102790,21647,2336232
1981,81516,1,10455,3532,3935,95926,97144,2626254
510,142641,1,18504,2527,6322,85184,42425,982138
2506,54305,1,12311,12972,6899,158601,44872,3531045
3941,89763,1,11981,13526,4989,125772,44274,5240935
4029,146481,1,18523,8838,3462,189706,73399,5695716
2792,131844,0,7949,4446,4402,65120,87272,3722656
1444,126075,1,13482,9190,4733,139288,95874,2554495
934,71993,0,10736,10438,3022,179758,28799,1953819
3991,120699,1,18810,12180,5747,113901,94816,4565624
2789,70193,1,13322,2627,4821,187662,54206,3753031
3843,68520,1,10396,4116,6238,196961,36270,7001663
3066,53360,1,6414,8041,6239,91364,80630,3868515
2259,65542,1,16597,8707,4583,167968,86067,4383127
4375,63243,1,13093,14684,4236,60914,61309,6944770
2728,116260,0,17565,10799,3812,157472,48158,5487111
767,40931,1,15381,8428,7132,138664,99858,1185186
2698,50967,1,11070,4193,3405,55301,43603,5082732
4187,123012,1,8928,12625,6123,118556,83692,7035783
4977,93275,1,11210,7402,8889,106334,57628,7695346
1014,138321,0,18700,2297,4037,62628,81237,1468979
2243,92536,0,16972,7826,3529,116123,40600,3045589
1429,87040,1,10865,13764,4201,108733,73309,2950148
4431,124960,1,13584,5293,7878,191403,94762,5629138
1948,140252,0,15748,11736,9948,86126,36937,3276018
4387,35023,1,19511,7157,7481,138163,96421,5701627
698,125236,1,9072,11674,3118,74527,30469,1393607
2555,133885,1,16365,7189,4898,194441,91158,3753797
2280,133789,0,7084,14957,6923,170487,35719,3449493
4922,131870,0,13788,10973,8449,51469,96764,9184943
2213,118280,0,15673,4049,6652,147674,43079,2630547
3592,141829,0,15735,5684,5079,110569,39680,7230654
4004,141550,1,14751,13399,7033,111210,34322,5705070
3067,113268,0,9987,8985,7843,90221,23239,5148603
1429,130661,1,16245,5284,9896,153170,28610,2189753
1919,105813,0,8197,14157,8432,126127,25833,2895971
2505,35000,0,15544,2082,5293,166804,48021,3929205
1830,59756,1,17543,6450,9460,196056,53293,3532964
3057,67982,1,14607,12001,5820,53919,59634,6039999
923,85060,0,17874,10332,7948,77357,91666,2012674
649,43859,0,12664,14077,7911,135130,69373,1150732
3963,83760,1,15861,13189,7391,135917,75432,4746115
2013,41734,0,12624,13915,5115,96960,26212,4071622
3215,114366,0,6029,3831,3863,198372,74054,3714203
3493,105328,0,18863,8743,7067,84051,66268,6860878
638,114997,0,5848,8097,3055,92486,40076,919033
4225,117975,1,7997,12149,6971,78603,40191,8715108
2370,103634,1,10484,7515,9800,186928,97670,2912450
2561,94592,0,11800,6930,9195,118134,94407,2939592
2495,40428,0,14522,8936,5684,57274,36539,3927617
3318,72646,1,6025,2930,4440,69061,75972,5861416
2413,51139,1,16421,7007,8077,181113,33050,3661068
4780,107851,0,14009,4288,4809,194177,59140,8060460
1242,77780,1,11371,4671,8530,79210,82449,2656565
4681,130305,0,6222,7420,7223,138146,43959,8738405
4733,103862,0,12931,11208,8564,70353,53258,9177520
4037,64557,1,14615,11367,9168,159888,63226,5102359
576,58976,1,17370,3020,3060,103517,58932,1050265
2491,73502,0,16214,14033,6407,193467,76262,4334878
4205,43011,0,8510,11177,3387,169822,51403,7535339
3522,41543,0,19776,4953,9783,83714,76743,4136644
1516,147595,0,8533,6882,7766,123529,42635,2119199
596,78142,1,8116,12453,8882,187917,72573,1614149
1494,102598,1,10555,8935,7895,198401,91987,2052973
2054,59563,1,17462,7308,3663,165487,30496,3263262
1532,146958,1,6568,8276,9458,52208,51156,2229655
582,128116,0,17671,6196,9004,187000,94306,1474948
2035,41866,0,17129,10097,4627,189346,78710,4134171
1012,105755,1,5407,7477,4226,72642,56264,1613725
2422,71787,0,19527,8107,5247,82826,32099,4070289
2197,37986,0,6108,11739,5752,121778,74576,4307469
3985,39535,1,7903,14922,4909,98515,61147,6696976
3060,119193,0,16876,7484,5945,69530,54271,5171451
2414,69164,0,15703,5180,9036,89426,98253,3697415
4476,148982,0,18008,2186,5683,154822,82931,7811542
1146,49511,1,11172,5476,9259,146321,50589,2618871
1297,118991,0,16537,7471,5002,83782,47118,1964518
576,120518,1,16449,5032,8801,140915,86883,1170142
3183,80613,1,6071,13122,4524,86502,29117,6552703
1241,146462,0,17554,2046,6710,87770,56334,1632553
1725,68344,1,19722,4868,5456,122866,44000,3539099
4702,43788,1,8217,5912,3564,72774,29996,9244111
1464,72330,0,14231,5037,4416,86124,61173,2028554
811,71445,1,16560,5305,7265,132236,92258,1581319
3146,118916,0,15688,14710,3243,162829,47499,3895932
3231,63130,1,16818,3613,6867,127830,78679,4813607
1132,38133,1,16690,8360,7004,168872,73841,2062589
4181,33801,0,13538,8317,8180,67274,57248,6499863
914,95747,1,11430,12680,9047,116365,35142,1406338
3706,100332,0,8355,12345,5984,167014,56882,5552725
2042,70782,0,12143,11892,5122,53936,20853,3493273
1271,53404,1,8634,10145,4528,192819,26830,2303041
4979,32661,0,10658,11628,3369,127306,90632,9444681
3087,88259,0,5376,2112,6284,136897,96273,6358157
986,56036,1,8451,6241,5173,53618,61152,2082088
2279,42430,1,15661,4691,4175,125660,33190,2712790
529,41548,0,14123,5584,6648,82877,78630,871971
629,47477,0,6851,14268,5163,157324,29544,944732
4714,76927,0,13955,14028,9743,87443,79764,7040945
2874,103280,0,9840,12775,6593,97530,23295,5207515
4483,149741,0,15458,4345,8599,183503,56409,5046104
3641,72693,0,9152,12350,7955,164089,82827,4962392
707,64319,1,9782,2055,9705,154207,52497,1165951
4686,39525,0,9209,2580,8728,166600,69503,6903911
4715,104592,0,10849,5545,9907,144807,69327,9422967
1481,55862,1,16509,14817,5622,164023,52933,2502173
4802,50539,0,19810,14003,4621,182158,44999,8166125
2671,100153,1,12235,14736,7288,177350,78194,4194700
611,129847,1,19130,9561,3354,116013,59520,1495344
1909,80557,0,19393,12128,3057,64789,79804,3587167
1205,35721,0,7351,9737,9636,188934,52212,1674938
3279,47956,0,8045,3667,8323,94928,92356,5676134
4699,48385,1,16578,14203,6373,81653,78098,6859762
3100,121011,1,14291,10410,6355,144135,76399,6237816
3115,47491,1,15542,11083,7215,160414,96236,4044579
3474,38175,0,16150,6426,8584,173729,50206,6884951
1347,147993,1,10742,7258,5255,59070,72987,2439325
3443,51241,1,6647,13778,3826,194223,83844,4776314
3720,140831,0,7781,8647,3771,138715,40625,5305313
668,119191,1,16847,9938,8742,127770,98007,1151842
1484,58370,1,13056,12520,8755,138097,34102,3258565
1607,67088,1,14691,2843,3680,199675,73846,2430357
3067,58950,1,19328,14299,3571,84645,87811,6225766
606,51896,0,5001,12160,4341,130581,52361,1379236
3205,60373,1,13014,5511,6594,137045,66155,4712486
2578,58460,1,10159,8708,5579,154203,30117,3488956
4118,73436,0,12850,5837,7230,167323,45207,6186658
4842,71361,1,18359,3119,3350,125270,75177,9758964
3473,77617,0,19276,14519,7669,99391,41669,6702971
2053,49631,0,19323,11993,8750,80434,35451,3261715
2502,41263,1,7104,11327,8951,56499,23499,4115605
997,33856,1,19019,8034,5691,59932,72990,1703942
4899,140197,1,11155,5765,7295,54708,32483,9878962
1921,72767,0,13649,9914,9386,96195,29829,4052451
3974,137885,1,12491,8397,8261,144257,58769,5593155
4911,68060,1,9786,12071,6320,52079,30490,9853885
4873,149087,0,13732,8431,5901,170644,81853,9934055
1041,48782,1,16355,9958,4880,155680,36928,1906438
1288,124912,0,6820,3938,8923,176145,71851,2214982
855,46368,0,7386,5055,4012,112431,46742,1820249
4474,139728,0,8442,10386,8616,77257,47106,8984777
1726,60825,1,15998,5096,5137,140919,69855,2818336
749,110612,0,17543,3029,4815,80373,78364,1412395
4698,133526,1,17172,3504,9737,52522,30402,6615087
3895,114099,1,13120,2864,8140,120845,24669,5092575
4469,57392,1,12265,4190,7398,165969,32256,9300549
1031,31312,0,18357,11875,7420,173687,49985,1518319
1058,59129,0,18331,12410,7878,124310,84595,2226053
2119,124141,0,14274,2489,4950,178231,55429,3389730
1791,49556,0,19575,9127,4753,107749,96041,2227643
3624,134236,1,5375,7314,9403,165590,57297,5280763
4613,115012,0,10155,12499,6715,174796,35687,5351355
1627,71208,0,14728,7355,4195,73022,21926,3417066
4747,122351,0,12001,4042,3625,131480,25033,6304438
4411,49016,0,13578,11733,3444,98365,65368,7943269
1607,66152,1,14003,7880,3082,57930,53006,2593021
2187,50647,1,5182,14339,3153,74940,78089,3999253
4971,109421,0,15555,6882,3433,96103,52725,6523088
4803,93658,1,18698,10313,7512,122500,25046,5632875
3975,66472,0,19420,7935,6768,199713,76072,7565358
3077,76295,0,14662,5288,8949,121910,32460,5541898
3032,101164,0,12761,9113,9245,86302,24901,3607203
4717,113117,0,16934,10229,4879,133797,29362,8473198
2529,72951,1,14975,14371,9110,93608,34815,4380263
1643,143175,0,8299,12116,7257,111016,26497,2233115
4846,116423,0,7876,3961,3641,122488,40797,9142072
4243,38692,1,12216,7105,7394,137814,26890,7538542
4090,137657,0,7859,5836,5375,144509,84290,6548416
4298,110707,0,10043,6834,4456,127846,70742,5396400
2247,49512,1,6822,3026,3532,155982,53486,3833109
717,97830,1,7992,7928,9691,120655,65411,1243170
3310,45019,1,9397,10863,6579,96726,97919,4285384
3915,33914,1,18237,13555,9569,161973,79533,5276639
2216,125279,0,18011,6125,8478,129242,56317,4009850
789,118908,0,15890,2627,6632,186447,76762,1732514
3768,111818,0,11759,14283,5171,72425,32827,4290448
3243,62029,0,6088,7286,3736,199961,62682,5695638
1109,54621,1,6492,14380,5026,134153,95761,1557800
2853,111894,1,15611,12457,9924,191134,71810,5947757
1035,138939,0,19875,5160,9316,84658,46533,2145399
3791,127399,1,18905,5767,5568,122124,68679,6985609
4257,65899,1,10596,7841,7834,191109,85202,5743794
1256,92610,0,6353,11077,6739,182711,46081,2841943
4349,90007,0,7056,14985,4441,192976,95912,8774230
853,109427,1,19497,8425,5207,148312,83343,1745116
4391,55525,1,6427,2974,4142,168877,20742,4902002
4830,41760,1,5642,10580,3960,151908,42596,7656463
805,57297,0,19976,7024,3870,107041,23232,1147391
3495,66566,0,9923,12376,3088,62309,61115,5781854
4208,117157,1,9960,14575,7787,94747,87764,8791543
2714,44572,1,12473,7452,6401,166638,50365,5156192
4648,139785,0,13839,6714,5497,77172,49934,6438799
1709,127403,1,5913,10603,5179,143155,98874,2873745
775,149412,1,8869,10598,4615,190719,27345,1998603
646,123446,1,11240,14887,5110,155063,42154,1169066
4048,78977,1,19229,10188,4831,193126,92313,8150043
2453,60889,0,19825,4024,3107,189781,73867,2987323
1351,76787,0,17808,11340,4719,160268,76342,2258458
987,74181,1,7325,13460,6734,127603,42700,2094762
2053,49701,0,14097,4669,4619,187877,78897,3203932
2261,75556,0,15741,5578,8506,153306,97851,3908840
3683,138313,1,5992,7949,6455,191793,48464,5989507
1083,50428,0,9591,5119,9464,131996,73033,2017460
4810,114141,1,8558,11537,4005,134652,97070,6102173
1010,46244,1,15562,5261,9013,162849,50995,1983796
4621,59264,0,14424,9790,3306,92667,86975,9449574
4313,67035,1,11152,11949,9903,127015,89078,5565384
2740,71917,0,6326,8212,7376,94827,64487,3176585
2650,118739,1,19119,12935,3207,111955,25546,4079745
3702,84056,1,16555,9497,7904,192723,88433,5587056
842,51102,1,12826,8638,9660,185501,36470,1352067
